recommendation_id,member_id,product_id,recommendation_date,recommendation_score,recommendation_reason,member_health_score,credit_utilization_at_time,payment_reliability_at_time,recommendation_status,expires_at
38,22,5,2025-06-15,100,"Recommended based on good credit score, high income",100,0.3,100.0,declined,2025-10-10
39,22,18,2025-06-15,100,"Recommended based on good credit score, high income",100,0.3,100.0,pending,2025-10-21
40,22,37,2025-07-11,89,"Recommended based on good credit score, high income",100,0.3,100.0,declined,2025-09-22
41,23,28,2025-06-29,100,"Recommended based on good credit score, excellent payment history",100,0.3,100.0,declined,2025-10-26
42,24,8,2025-07-08,100,"Recommended based on stable income, low credit utilization",100,0.2268,76.92,accepted,2025-09-25
43,24,34,2025-06-10,100,"Recommended based on stable income, low credit utilization",100,0.2268,76.92,pending,2025-10-01
44,25,34,2025-07-20,96,"Recommended based on low credit utilization, excellent payment history",100,0.1962,92.86,pending,2025-10-11
45,26,12,2025-07-01,87,Recommended based on low credit utilization,100,0.1,66.67,accepted,2025-09-15
46,27,25,2025-07-22,100,"Recommended based on excellent credit score, high income",100,0.3,84.21,pending,2025-09-16
47,28,47,2025-06-24,100,"Recommended based on good credit score, stable income",100,0.3114,85.71,accepted,2025-09-13
48,29,34,2025-06-08,100,Recommended based on high income,100,0.3,66.67,expired,2025-10-30
49,29,50,2025-06-25,87,Recommended based on high income,100,0.3,66.67,pending,2025-09-18
50,30,42,2025-07-03,100,"Recommended based on excellent credit score, high income",100,0.4656,100.0,expired,2025-08-11
51,31,2,2025-07-02,71,"Recommended based on good credit score, low credit utilization",100,0.1,87.5,pending,2025-10-22
52,32,44,2025-06-09,100,"Recommended based on good credit score, stable income",100,0.3952,85.71,accepted,2025-10-06
53,32,34,2025-07-13,100,"Recommended based on good credit score, stable income",100,0.3952,85.71,pending,2025-09-02
54,32,18,2025-07-11,96,"Recommended based on good credit score, stable income",100,0.3952,85.71,declined,2025-08-08
55,33,47,2025-06-29,100,Recommended based on low credit utilization,100,0.1,50.0,pending,2025-09-16
56,33,3,2025-06-06,100,Recommended based on low credit utilization,100,0.1,50.0,declined,2025-08-11
57,33,13,2025-06-11,99,Recommended based on low credit utilization,100,0.1,50.0,expired,2025-10-03
58,34,47,2025-06-14,100,Recommended based on stable income,100,0.5615,80.0,accepted,2025-09-12
59,35,5,2025-06-11,100,"Recommended based on good credit score, high income",100,0.2483,92.31,declined,2025-08-28
60,35,31,2025-06-09,97,"Recommended based on good credit score, high income",100,0.2483,92.31,accepted,2025-10-05
61,35,39,2025-07-20,72,"Recommended based on good credit score, high income",100,0.2483,92.31,pending,2025-08-27
62,36,13,2025-06-12,100,"Recommended based on excellent credit score, high income",100,0.0269,92.31,pending,2025-09-20
63,37,3,2025-07-29,100,"Recommended based on good credit score, stable income",100,0.1,87.5,declined,2025-10-07
64,38,7,2025-06-30,100,"Recommended based on excellent credit score, high income",100,0.1,100.0,accepted,2025-10-10
65,38,8,2025-07-31,100,"Recommended based on excellent credit score, high income",100,0.1,100.0,accepted,2025-10-29
66,38,43,2025-07-27,100,"Recommended based on excellent credit score, high income",100,0.1,100.0,pending,2025-10-03
67,38,15,2025-07-30,100,"Recommended based on excellent credit score, high income",100,0.1,100.0,pending,2025-08-07
68,39,20,2025-07-13,80,Recommended based on stable income,100,0.529,80.0,declined,2025-09-20
69,40,11,2025-07-17,70,"Recommended based on good credit score, high income",100,0.3,88.89,declined,2025-09-04
70,40,27,2025-06-03,100,"Recommended based on good credit score, high income",100,0.3,88.89,accepted,2025-08-08
71,41,27,2025-06-09,100,"Recommended based on excellent credit score, high income",100,0.4444,100.0,pending,2025-10-27
72,41,23,2025-07-25,100,"Recommended based on excellent credit score, high income",100,0.4444,100.0,declined,2025-08-09
73,42,50,2025-06-11,100,"Recommended based on good credit score, stable income",100,0.3,100.0,pending,2025-10-12
74,42,12,2025-07-18,100,"Recommended based on good credit score, stable income",100,0.3,100.0,declined,2025-09-26
75,42,3,2025-06-06,100,"Recommended based on good credit score, stable income",100,0.3,100.0,declined,2025-08-18
76,43,15,2025-07-07,100,"Recommended based on excellent credit score, high income",100,0.3141,95.83,pending,2025-08-29
77,43,31,2025-07-18,100,"Recommended based on excellent credit score, high income",100,0.3141,95.83,accepted,2025-09-21
78,44,26,2025-07-10,96,"Recommended based on excellent credit score, high income",100,0.0,100.0,declined,2025-08-20
79,45,21,2025-06-21,100,"Recommended based on excellent credit score, high income",100,0.0264,90.91,pending,2025-09-02
80,45,17,2025-06-27,88,"Recommended based on excellent credit score, high income",100,0.0264,90.91,pending,2025-08-04
81,45,40,2025-06-15,100,"Recommended based on excellent credit score, high income",100,0.0264,90.91,accepted,2025-08-05
82,46,3,2025-06-28,100,Standard recommendation,100,0.3,62.5,pending,2025-08-13
83,47,12,2025-06-22,87,"Recommended based on good credit score, low credit utilization",100,0.1,100.0,expired,2025-10-13
84,47,13,2025-07-20,100,"Recommended based on good credit score, low credit utilization",100,0.1,100.0,pending,2025-09-07
85,48,3,2025-06-04,100,Standard recommendation,100,0.3,75.0,pending,2025-08-24
86,49,24,2025-07-22,86,"Recommended based on excellent credit score, high income",100,0.1,100.0,pending,2025-09-19
87,49,18,2025-06-20,100,"Recommended based on excellent credit score, high income",100,0.1,100.0,pending,2025-10-07
88,49,32,2025-07-06,100,"Recommended based on excellent credit score, high income",100,0.1,100.0,declined,2025-10-20
89,50,7,2025-06-14,100,"Recommended based on good credit score, stable income",100,0.3,100.0,accepted,2025-08-29
90,50,34,2025-07-17,100,"Recommended based on good credit score, stable income",100,0.3,100.0,pending,2025-10-09
91,50,3,2025-07-14,100,"Recommended based on good credit score, stable income",100,0.3,100.0,pending,2025-10-05
92,51,20,2025-06-28,70,Recommended based on stable income,100,0.3,60.0,declined,2025-08-12
93,52,23,2025-07-03,100,Recommended based on stable income,100,0.3036,66.67,expired,2025-10-28
94,53,31,2025-07-28,89,"Recommended based on stable income, low credit utilization",100,0.1,75.0,expired,2025-09-09
95,54,3,2025-06-24,100,Recommended based on high income,100,0.3,72.73,pending,2025-09-19
96,54,48,2025-06-14,100,Recommended based on high income,100,0.3,72.73,pending,2025-08-17
97,55,2,2025-07-30,91,"Recommended based on good credit score, stable income",100,0.1,100.0,pending,2025-10-13
98,56,7,2025-07-04,100,"Recommended based on excellent credit score, high income",100,0.122,90.91,accepted,2025-10-30
99,56,2,2025-07-11,100,"Recommended based on excellent credit score, high income",100,0.122,90.91,accepted,2025-09-08
100,57,3,2025-07-23,97,Standard recommendation,100,0.8,28.57,expired,2025-09-22
101,58,12,2025-06-05,100,Standard recommendation,100,0.5,72.73,pending,2025-10-19
102,59,24,2025-07-26,95,"Recommended based on good credit score, high income",100,0.5987,84.62,accepted,2025-10-09
103,60,23,2025-06-26,100,Recommended based on high income,100,0.65,88.89,accepted,2025-08-03
104,61,3,2025-07-30,98,Recommended based on low credit utilization,100,0.0,62.5,expired,2025-09-09
105,62,11,2025-07-14,100,"Recommended based on excellent credit score, high income",100,0.1318,85.71,accepted,2025-08-30
106,62,15,2025-07-22,100,"Recommended based on excellent credit score, high income",100,0.1318,85.71,accepted,2025-09-26
107,62,20,2025-07-01,100,"Recommended based on excellent credit score, high income",100,0.1318,85.71,declined,2025-08-24
108,62,18,2025-06-13,100,"Recommended based on excellent credit score, high income",100,0.1318,85.71,pending,2025-08-07
109,63,48,2025-07-08,99,"Recommended based on stable income, low credit utilization",100,0.1,83.33,pending,2025-09-11
110,63,44,2025-06-20,85,"Recommended based on stable income, low credit utilization",100,0.1,83.33,accepted,2025-10-17
111,64,8,2025-06-15,100,"Recommended based on good credit score, high income",100,0.3,100.0,pending,2025-09-19
112,64,23,2025-07-07,100,"Recommended based on good credit score, high income",100,0.3,100.0,accepted,2025-10-24
113,65,34,2025-07-07,87,"Recommended based on stable income, low credit utilization",100,0.1,57.14,declined,2025-09-12
114,65,23,2025-07-06,100,"Recommended based on stable income, low credit utilization",100,0.1,57.14,pending,2025-09-03
115,66,20,2025-07-08,88,Standard recommendation,100,0.8,50.0,pending,2025-08-08
116,66,24,2025-06-09,76,Standard recommendation,100,0.8,50.0,expired,2025-09-06
117,67,33,2025-07-05,100,"Recommended based on excellent credit score, high income",100,0.5,100.0,accepted,2025-10-09
118,67,23,2025-07-11,100,"Recommended based on excellent credit score, high income",100,0.5,100.0,pending,2025-08-13
119,68,13,2025-06-10,100,"Recommended based on good credit score, stable income",100,0.685,90.0,declined,2025-10-22
120,68,48,2025-07-02,100,"Recommended based on good credit score, stable income",100,0.685,90.0,declined,2025-09-13
121,68,3,2025-07-30,100,"Recommended based on good credit score, stable income",100,0.685,90.0,accepted,2025-10-21
122,69,10,2025-07-23,100,"Recommended based on excellent credit score, stable income",100,0.1,100.0,pending,2025-10-27
123,70,7,2025-06-03,100,"Recommended based on excellent credit score, high income",100,0.1353,93.33,expired,2025-09-03
124,70,5,2025-07-23,100,"Recommended based on excellent credit score, high income",100,0.1353,93.33,accepted,2025-09-10
125,71,27,2025-06-06,100,"Recommended based on excellent credit score, stable income",100,0.1,100.0,expired,2025-10-30
126,71,43,2025-06-29,100,"Recommended based on excellent credit score, stable income",100,0.1,100.0,expired,2025-10-09
127,72,13,2025-07-28,85,"Recommended based on stable income, low credit utilization",100,0.2783,66.67,pending,2025-09-19
128,73,27,2025-06-28,98,Recommended based on stable income,100,0.8,83.33,pending,2025-09-25
129,74,3,2025-06-17,100,Recommended based on low credit utilization,100,0.1,66.67,accepted,2025-09-18
130,75,5,2025-06-15,100,"Recommended based on excellent credit score, high income",100,0.3,100.0,pending,2025-09-11
131,75,40,2025-07-15,100,"Recommended based on excellent credit score, high income",100,0.3,100.0,pending,2025-08-07
132,75,3,2025-07-25,100,"Recommended based on excellent credit score, high income",100,0.3,100.0,declined,2025-08-19
133,75,35,2025-07-12,100,"Recommended based on excellent credit score, high income",100,0.3,100.0,accepted,2025-08-06
134,76,42,2025-06-26,100,"Recommended based on excellent credit score, high income",100,0.1091,95.24,expired,2025-08-04
135,76,44,2025-06-07,100,"Recommended based on excellent credit score, high income",100,0.1091,95.24,declined,2025-08-04
136,76,41,2025-08-01,100,"Recommended based on excellent credit score, high income",100,0.1091,95.24,declined,2025-10-13
137,77,10,2025-06-17,99,"Recommended based on good credit score, low credit utilization",100,0.1,100.0,pending,2025-09-15
138,78,47,2025-07-15,100,"Recommended based on good credit score, high income",100,0.3765,85.71,declined,2025-10-04
139,78,38,2025-07-15,85,"Recommended based on good credit score, high income",100,0.3765,85.71,accepted,2025-10-15
140,79,13,2025-07-09,100,Recommended based on stable income,100,0.3963,80.0,declined,2025-09-02
141,80,12,2025-07-24,100,"Recommended based on good credit score, stable income",100,0.0,100.0,pending,2025-08-16
142,80,32,2025-07-07,86,"Recommended based on good credit score, stable income",100,0.0,100.0,accepted,2025-09-29
143,81,9,2025-07-17,96,"Recommended based on good credit score, stable income",100,0.1,75.0,declined,2025-08-14
144,81,26,2025-07-13,87,"Recommended based on good credit score, stable income",100,0.1,75.0,accepted,2025-08-25
145,81,8,2025-06-06,100,"Recommended based on good credit score, stable income",100,0.1,75.0,accepted,2025-10-03
146,82,12,2025-07-28,100,Recommended based on good credit score,100,0.3,87.5,pending,2025-10-11
147,83,25,2025-06-14,100,"Recommended based on excellent credit score, high income",100,0.2053,86.36,pending,2025-08-17
148,83,29,2025-06-03,100,"Recommended based on excellent credit score, high income",100,0.2053,86.36,pending,2025-08-04
149,84,7,2025-08-01,90,"Recommended based on good credit score, low credit utilization",100,0.1803,80.0,pending,2025-10-12
150,84,8,2025-06-28,96,"Recommended based on good credit score, low credit utilization",100,0.1803,80.0,declined,2025-08-12
151,85,13,2025-06-09,100,Standard recommendation,100,0.3,80.0,pending,2025-10-16
152,86,13,2025-06-27,100,"Recommended based on stable income, low credit utilization",100,0.1,85.71,accepted,2025-09-18
153,86,48,2025-06-21,93,"Recommended based on stable income, low credit utilization",100,0.1,85.71,declined,2025-09-08
154,87,34,2025-07-11,100,"Recommended based on good credit score, stable income",100,0.3,100.0,pending,2025-08-06
155,87,10,2025-07-14,98,"Recommended based on good credit score, stable income",100,0.3,100.0,declined,2025-08-06
156,87,28,2025-06-17,100,"Recommended based on good credit score, stable income",100,0.3,100.0,accepted,2025-09-26
157,88,3,2025-06-13,100,"Recommended based on excellent credit score, high income",100,0.487,92.31,declined,2025-09-10
158,88,22,2025-07-13,100,"Recommended based on excellent credit score, high income",100,0.487,92.31,pending,2025-08-15
159,88,26,2025-07-23,100,"Recommended based on excellent credit score, high income",100,0.487,92.31,accepted,2025-10-23
160,89,34,2025-06-05,95,Recommended based on low credit utilization,100,0.1,66.67,declined,2025-09-26
161,90,3,2025-06-11,100,Recommended based on low credit utilization,100,0.1,75.0,pending,2025-08-22
162,91,20,2025-06-05,85,Recommended based on stable income,100,0.8,75.0,pending,2025-08-21
163,92,10,2025-06-07,100,"Recommended based on stable income, low credit utilization",100,0.1105,75.0,pending,2025-10-12
164,92,30,2025-06-27,87,"Recommended based on stable income, low credit utilization",100,0.1105,75.0,accepted,2025-10-23
165,93,3,2025-06-15,100,Recommended based on low credit utilization,100,0.1,50.0,accepted,2025-08-31
166,94,42,2025-06-05,100,"Recommended based on excellent credit score, high income",100,0.0,100.0,pending,2025-08-25
167,94,13,2025-07-16,100,"Recommended based on excellent credit score, high income",100,0.0,100.0,declined,2025-09-04
168,95,13,2025-06-10,100,Recommended based on low credit utilization,100,0.1,75.0,accepted,2025-08-02
169,95,23,2025-07-25,86,Recommended based on low credit utilization,100,0.1,75.0,declined,2025-08-24
170,96,29,2025-06-06,100,"Recommended based on excellent credit score, high income",100,0.4604,100.0,pending,2025-08-25
171,96,27,2025-07-18,100,"Recommended based on excellent credit score, high income",100,0.4604,100.0,pending,2025-10-04
172,97,26,2025-06-30,84,Recommended based on stable income,100,0.8,85.71,pending,2025-08-26
173,98,28,2025-06-25,100,"Recommended based on good credit score, stable income",100,0.3,100.0,pending,2025-08-04
174,99,12,2025-06-05,100,"Recommended based on good credit score, excellent payment history",100,0.431,100.0,pending,2025-09-25
175,100,50,2025-06-14,100,Recommended based on stable income,100,0.3,83.33,pending,2025-09-28
176,101,23,2025-06-05,100,"Recommended based on good credit score, high income",100,0.0,78.57,expired,2025-10-19
177,102,34,2025-06-29,100,"Recommended based on stable income, low credit utilization",100,0.0833,58.33,declined,2025-08-03
178,102,28,2025-06-05,100,"Recommended based on stable income, low credit utilization",100,0.0833,58.33,accepted,2025-08-30
179,102,50,2025-06-15,92,"Recommended based on stable income, low credit utilization",100,0.0833,58.33,declined,2025-08-20
180,103,3,2025-06-08,100,Recommended based on low credit utilization,100,0.0,50.0,pending,2025-10-14
181,103,5,2025-06-09,100,Recommended based on low credit utilization,100,0.0,50.0,pending,2025-09-12
182,103,50,2025-07-13,83,Recommended based on low credit utilization,100,0.0,50.0,declined,2025-09-15
183,104,20,2025-06-17,100,"Recommended based on excellent credit score, high income",100,0.1848,83.33,expired,2025-08-20
184,105,27,2025-07-03,100,"Recommended based on good credit score, stable income",100,0.061,92.86,pending,2025-09-12
185,105,16,2025-06-16,96,"Recommended based on good credit score, stable income",100,0.061,92.86,pending,2025-10-17
186,105,28,2025-07-01,100,"Recommended based on good credit score, stable income",100,0.061,92.86,declined,2025-09-24
187,106,27,2025-07-26,96,"Recommended based on good credit score, stable income",100,0.1,100.0,pending,2025-08-03
188,107,30,2025-07-26,100,"Recommended based on good credit score, stable income",100,0.1339,90.0,accepted,2025-08-12
189,108,23,2025-06-11,99,Standard recommendation,100,0.414,66.67,accepted,2025-10-05
190,109,13,2025-06-28,100,"Recommended based on good credit score, excellent payment history",100,0.3,100.0,declined,2025-09-16
191,110,5,2025-06-20,98,Standard recommendation,100,0.3,83.33,pending,2025-08-29
192,110,23,2025-06-23,96,Standard recommendation,100,0.3,83.33,pending,2025-09-14
193,110,12,2025-07-05,97,Standard recommendation,100,0.3,83.33,pending,2025-10-20
194,111,13,2025-07-07,100,"Recommended based on good credit score, stable income",100,0.3,100.0,declined,2025-10-18
195,111,28,2025-06-03,100,"Recommended based on good credit score, stable income",100,0.3,100.0,pending,2025-10-06
196,111,12,2025-06-28,100,"Recommended based on good credit score, stable income",100,0.3,100.0,accepted,2025-10-02
197,111,10,2025-06-29,100,"Recommended based on good credit score, stable income",100,0.3,100.0,pending,2025-08-28
198,112,26,2025-07-01,82,Recommended based on stable income,100,0.3,57.14,declined,2025-09-21
199,112,48,2025-07-03,100,Recommended based on stable income,100,0.3,57.14,declined,2025-10-24
200,112,5,2025-06-18,100,Recommended based on stable income,100,0.3,57.14,pending,2025-09-21
201,113,3,2025-06-20,100,Recommended based on low credit utilization,100,0.1,83.33,accepted,2025-09-09
202,113,5,2025-07-16,94,Recommended based on low credit utilization,100,0.1,83.33,accepted,2025-10-13
203,114,50,2025-07-20,100,Standard recommendation,100,0.3,87.5,pending,2025-08-18
204,114,12,2025-06-15,100,Standard recommendation,100,0.3,87.5,pending,2025-08-04
205,115,47,2025-06-17,100,Recommended based on high income,100,0.5983,77.78,pending,2025-10-01
206,115,40,2025-06-21,91,Recommended based on high income,100,0.5983,77.78,declined,2025-09-05
207,116,28,2025-07-28,100,"Recommended based on stable income, low credit utilization",100,0.1,33.33,pending,2025-08-05
208,116,26,2025-06-10,70,"Recommended based on stable income, low credit utilization",100,0.1,33.33,declined,2025-08-13
209,117,31,2025-07-11,100,"Recommended based on excellent credit score, high income",100,0.0756,100.0,declined,2025-10-04
210,117,11,2025-06-16,100,"Recommended based on excellent credit score, high income",100,0.0756,100.0,pending,2025-09-18
211,118,16,2025-07-23,87,"Recommended based on good credit score, low credit utilization",100,0.1,100.0,pending,2025-10-30
212,118,8,2025-06-30,92,"Recommended based on good credit score, low credit utilization",100,0.1,100.0,pending,2025-08-23
213,119,3,2025-07-02,88,Standard recommendation,100,0.8,66.67,declined,2025-09-29
214,120,20,2025-06-13,100,"Recommended based on excellent credit score, high income",100,0.2026,92.86,accepted,2025-08-22
215,120,47,2025-06-17,100,"Recommended based on excellent credit score, high income",100,0.2026,92.86,pending,2025-09-19
216,120,42,2025-06-21,100,"Recommended based on excellent credit score, high income",100,0.2026,92.86,declined,2025-09-20
217,120,32,2025-07-22,100,"Recommended based on excellent credit score, high income",100,0.2026,92.86,declined,2025-08-13
218,121,45,2025-07-05,100,"Recommended based on good credit score, high income",100,0.5919,88.89,pending,2025-10-06
219,122,13,2025-06-04,100,"Recommended based on good credit score, low credit utilization",100,0.1662,90.0,expired,2025-09-08
220,122,10,2025-06-11,100,"Recommended based on good credit score, low credit utilization",100,0.1662,90.0,pending,2025-10-19
221,123,30,2025-06-16,87,"Recommended based on stable income, low credit utilization",100,0.0887,61.54,expired,2025-09-19
222,124,13,2025-07-23,100,Recommended based on high income,100,0.4358,72.73,accepted,2025-08-09
223,124,20,2025-07-28,99,Recommended based on high income,100,0.4358,72.73,accepted,2025-10-28
224,125,7,2025-06-09,99,"Recommended based on good credit score, excellent payment history",100,0.5,100.0,pending,2025-09-18
225,126,47,2025-06-11,100,"Recommended based on good credit score, high income",100,0.1,81.82,expired,2025-08-02
226,126,40,2025-06-24,100,"Recommended based on good credit score, high income",100,0.1,81.82,pending,2025-09-26
227,126,45,2025-07-07,100,"Recommended based on good credit score, high income",100,0.1,81.82,accepted,2025-08-05
228,127,21,2025-07-24,100,"Recommended based on excellent credit score, high income",100,0.3,100.0,declined,2025-10-03
229,127,31,2025-07-16,95,"Recommended based on excellent credit score, high income",100,0.3,100.0,accepted,2025-08-02
230,128,13,2025-07-12,97,"Recommended based on stable income, low credit utilization",100,0.2194,63.64,pending,2025-09-03
231,129,3,2025-06-10,100,Recommended based on low credit utilization,100,0.1,75.0,declined,2025-10-03
232,130,3,2025-06-08,100,"Recommended based on stable income, low credit utilization",100,0.1,75.0,expired,2025-09-10
233,130,34,2025-07-06,95,"Recommended based on stable income, low credit utilization",100,0.1,75.0,declined,2025-10-14
234,131,3,2025-07-21,100,"Recommended based on excellent credit score, high income",100,0.2244,85.71,accepted,2025-08-27
235,132,3,2025-07-17,100,Recommended based on low credit utilization,100,0.1564,66.67,pending,2025-08-10
236,133,28,2025-07-07,100,"Recommended based on excellent credit score, high income",100,0.3386,95.24,declined,2025-09-15
237,133,31,2025-06-05,100,"Recommended based on excellent credit score, high income",100,0.3386,95.24,expired,2025-10-13
238,134,23,2025-06-23,94,Recommended based on stable income,100,0.3,42.86,declined,2025-10-24
239,134,13,2025-06-19,100,Recommended based on stable income,100,0.3,42.86,accepted,2025-08-03
240,135,26,2025-06-20,87,"Recommended based on good credit score, stable income",100,0.5,85.71,declined,2025-09-26
241,135,31,2025-06-22,98,"Recommended based on good credit score, stable income",100,0.5,85.71,declined,2025-10-08
242,136,48,2025-06-15,74,Recommended based on stable income,100,0.3,75.0,pending,2025-09-30
243,136,23,2025-06-21,93,Recommended based on stable income,100,0.3,75.0,pending,2025-10-10
244,137,45,2025-06-17,100,"Recommended based on excellent credit score, high income",100,0.4898,89.47,pending,2025-10-19
245,138,3,2025-07-06,100,Standard recommendation,100,0.5,66.67,pending,2025-08-05
246,138,23,2025-06-26,78,Standard recommendation,100,0.5,66.67,accepted,2025-10-18
247,139,38,2025-06-07,92,"Recommended based on excellent credit score, high income",100,0.3,95.83,declined,2025-08-07
248,140,23,2025-06-24,100,Recommended based on excellent payment history,100,0.3,90.91,pending,2025-10-23
249,140,5,2025-07-28,100,Recommended based on excellent payment history,100,0.3,90.91,declined,2025-09-03
250,140,27,2025-06-11,85,Recommended based on excellent payment history,100,0.3,90.91,pending,2025-09-11
251,141,47,2025-07-24,100,"Recommended based on stable income, low credit utilization",100,0.1,66.67,pending,2025-10-16
252,142,28,2025-07-16,100,"Recommended based on good credit score, high income",100,0.1546,88.89,accepted,2025-09-10
253,143,8,2025-06-27,88,Recommended based on excellent payment history,100,0.8,100.0,expired,2025-10-20
254,143,13,2025-06-08,100,Recommended based on excellent payment history,100,0.8,100.0,pending,2025-08-09
255,143,12,2025-06-19,100,Recommended based on excellent payment history,100,0.8,100.0,expired,2025-09-07
256,144,7,2025-06-24,100,"Recommended based on excellent credit score, high income",100,0.3,90.0,pending,2025-10-14
257,144,23,2025-06-16,100,"Recommended based on excellent credit score, high income",100,0.3,90.0,pending,2025-09-19
258,144,38,2025-07-07,100,"Recommended based on excellent credit score, high income",100,0.3,90.0,declined,2025-09-06
259,145,8,2025-07-16,100,"Recommended based on good credit score, stable income",100,0.3,100.0,declined,2025-10-14
260,145,31,2025-06-13,100,"Recommended based on good credit score, stable income",100,0.3,100.0,declined,2025-09-26
261,146,3,2025-06-30,100,Recommended based on low credit utilization,100,0.1,75.0,declined,2025-08-30
262,147,3,2025-07-12,100,Recommended based on low credit utilization,100,0.1,50.0,pending,2025-10-04
263,148,47,2025-06-13,100,Recommended based on stable income,100,0.8,87.5,expired,2025-08-05
264,149,30,2025-07-14,97,"Recommended based on good credit score, high income",100,0.1,83.33,accepted,2025-10-22
265,150,32,2025-06-27,100,"Recommended based on excellent credit score, high income",100,0.3947,100.0,pending,2025-08-10
266,150,10,2025-07-10,100,"Recommended based on excellent credit score, high income",100,0.3947,100.0,pending,2025-08-16
267,151,21,2025-07-02,100,"Recommended based on excellent credit score, high income",100,0.0736,93.75,pending,2025-09-01
268,152,47,2025-06-15,100,"Recommended based on good credit score, stable income",100,0.5,100.0,expired,2025-08-07
269,152,27,2025-07-24,98,"Recommended based on good credit score, stable income",100,0.5,100.0,pending,2025-08-09
270,152,13,2025-06-05,100,"Recommended based on good credit score, stable income",100,0.5,100.0,declined,2025-09-08
271,153,47,2025-06-24,97,"Recommended based on stable income, low credit utilization",100,0.1,50.0,pending,2025-10-01
272,153,23,2025-06-19,91,"Recommended based on stable income, low credit utilization",100,0.1,50.0,pending,2025-08-03
273,153,28,2025-07-17,85,"Recommended based on stable income, low credit utilization",100,0.1,50.0,accepted,2025-08-06
